@relation trafico

@attribute dia {Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo}
@attribute mes {Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre}
@attribute hora numeric
@attribute tipo {Laboral,Festivo,Víspera}
@attribute cantidad numeric
@attribute lluvia {si, no}

@data
Viernes,Abril,7,,4817,si
Sábado,Abril,7,,4725,si
Domingo,Abril,7,,4719,no
Lunes,Abril,8,,2186,si
Martes,Abril,8,,1331,si
Miércoles,Abril,8,,8819,no
Jueves,Abril,8,,8715,no
Viernes,Abril,8,,8833,si
Sábado,Abril,8,,8510,si
Domingo,Abril,8,,8525,no
Lunes,Abril,9,,3813,si
Martes,Abril,9,,1995,si
Miércoles,Abril,9,,9896,no
Jueves,Abril,9,,10222,no
Viernes,Abril,9,,9891,si
Sábado,Abril,9,,10139,si
Domingo,Abril,9,,10029,no
Lunes,Abril,10,,5383,si
Martes,Abril,10,,2996,si
Miércoles,Abril,10,,7934,no
Jueves,Abril,10,,8092,no
Viernes,Abril,10,,7737,si
Sábado,Abril,10,,8353,si
Domingo,Abril,10,,7445,no
Lunes,Abril,11,,6318,si
Martes,Abril,11,,4048,si
Miércoles,Abril,11,,7059,no
Jueves,Abril,11,,7047,no
Viernes,Abril,11,,6941,si
Sábado,Abril,11,,6706,si
Domingo,Abril,11,,6789,no
Lunes,Abril,12,,7177,si
Martes,Abril,12,,5410,si
Miércoles,Abril,12,,7367,no
Jueves,Abril,12,,7093,no
Viernes,Abril,12,,7067,si
Sábado,Abril,12,,7019,si
Domingo,Abril,12,,7357,no
Lunes,Abril,13,,7341,si
Martes,Abril,13,,6145,si
Miércoles,Abril,13,,7547,no
Jueves,Abril,13,,7392,no
Viernes,Abril,13,,7519,si
Sábado,Abril,13,,7538,si
Domingo,Abril,13,,8074,no
Lunes,Abril,14,,8831,si
Martes,Abril,14,,7009,si
Miércoles,Abril,14,,8486,no
Jueves,Abril,14,,8524,no
Viernes,Abril,14,,8614,si
Sábado,Abril,14,,8645,si
Domingo,Abril,14,,8538,no
Lunes,Abril,15,,7781,si
Martes,Abril,15,,5800,si
Miércoles,Abril,15,,9694,no
Jueves,Abril,15,,8494,no
Viernes,Abril,15,,9407,si
Sábado,Abril,15,,9402,si
Domingo,Abril,15,,8790,no
Lunes,Abril,16,,5706,si
Martes,Abril,16,,4550,si
Miércoles,Abril,16,,9941,no
Jueves,Abril,16,,9229,no
Viernes,Abril,16,,9425,si
Sábado,Abril,16,,8912,si
Domingo,Abril,16,,9018,no
Lunes,Abril,17,,6187,si
Martes,Abril,17,,5650,si
Miércoles,Abril,17,,9072,no
Jueves,Abril,17,,8626,no
Viernes,Abril,17,,8677,si
Sábado,Abril,17,,9319,si
Domingo,Abril,17,,9342,no
Lunes,Abril,18,,6794,si
Martes,Abril,18,,6717,si
Miércoles,Abril,18,,9474,no
Jueves,Abril,18,,9273,no
Viernes,Abril,18,,8932,si
Sábado,Abril,18,,9499,si
Domingo,Abril,18,,8902,no
Lunes,Abril,19,,6674,si
Martes,Abril,19,,6336,si
Miércoles,Abril,19,,8697,no
Jueves,Abril,19,,8669,no
Viernes,Abril,19,,8164,si
Sábado,Abril,19,,8475,si
Domingo,Abril,19,,8514,no
Lunes,Abril,20,,6798,si
Martes,Abril,20,,6122,si
Miércoles,Abril,20,,7432,no
Jueves,Abril,20,,7696,no
Viernes,Abril,20,,6732,si
Sábado,Abril,20,,8241,si
Domingo,Abril,20,,7122,no
Lunes,Abril,21,,6707,si
Martes,Abril,21,,6407,si
Miércoles,Abril,21,,6539,no
Jueves,Abril,21,,6483,no
Viernes,Abril,21,,5977,si
Sábado,Abril,21,,7222,si
Domingo,Abril,21,,7499,no
Lunes,Abril,22,,6184,si
Martes,Abril,22,,4087,si
Miércoles,Abril,22,,4421,no
Jueves,Abril,22,,4261,no
Viernes,Abril,22,,4397,si
Sábado,Abril,22,,5178,si
Domingo,Abril,22,,6411,no
Lunes,Abril,23,,3987,si
Martes,Abril,23,,2403,si
Miércoles,Abril,23,,2653,no
Jueves,Abril,23,,2828,no
Viernes,Abril,23,,3108,si
Sábado,Abril,23,,3389,si
Domingo,Abril,23,,4134,no
Lunes,Abril,24,,2758,si
Martes,Abril,24,,1315,si
Miércoles,Abril,24,,1320,no
Jueves,Abril,24,,1383,no
Viernes,Abril,24,,1458,si
Sábado,Abril,24,,1748,si
Domingo,Abril,24,,2621,no
Lunes,Abril,1,Laboral,1843,no
Martes,Abril,1,Laboral,1811,no
Miércoles,Abril,1,Laboral,836,no
Jueves,Abril,1,Laboral,650,no
Viernes,Abril,1,Laboral,715,no
Sábado,Abril,1,Víspera,849,si
Domingo,Mayo,1,Festivo,1713,si
Lunes,Abril,2,Laboral,1093,no
Martes,Abril,2,Laboral,1096,no
Miércoles,Abril,2,Laboral,455,no
Jueves,Abril,2,Laboral,370,no
Viernes,Abril,2,Laboral,363,no
Sábado,Abril,2,Víspera,449,si
Domingo,Mayo,2,Festivo,1134,si
Lunes,Abril,3,Laboral,616,no
Martes,Abril,3,Laboral,770,no
Miércoles,Abril,3,Laboral,261,no
Jueves,Abril,3,Laboral,230,no
Viernes,Abril,3,Laboral,208,no
Sábado,Abril,3,Víspera,218,si
Domingo,Mayo,3,Festivo,606,si
Lunes,Abril,4,Laboral,438,no
Martes,Abril,4,Laboral,501,no
Miércoles,Abril,4,Laboral,199,no
Jueves,Abril,4,Laboral,217,no
Viernes,Abril,4,Laboral,209,no
Sábado,Abril,4,Víspera,209,si
Domingo,Mayo,4,Festivo,420,si
Lunes,Abril,5,Laboral,461,no
Martes,Abril,5,Laboral,395,no
Miércoles,Abril,5,Laboral,332,no
Jueves,Abril,5,Laboral,384,no
Viernes,Abril,5,Laboral,374,no
Sábado,Abril,5,Víspera,404,si
Domingo,Mayo,5,Festivo,413,si
Lunes,Abril,6,Laboral,846,no
Martes,Abril,6,Laboral,644,no
Miércoles,Abril,6,Laboral,1347,no
Jueves,Abril,6,Laboral,1353,no
Viernes,Abril,6,Laboral,1352,no
Sábado,Abril,6,Víspera,1347,si
Domingo,Mayo,6,Festivo,876,si
Lunes,Abril,7,Laboral,1339,no
Martes,Abril,7,Laboral,874,no
Miércoles,Abril,7,Laboral,4972,no
Jueves,Abril,7,Laboral,4949,no
Viernes,Abril,7,Laboral,4746,no
Sábado,Abril,7,Víspera,4815,si
Domingo,Mayo,7,Festivo,1300,si
Lunes,Abril,8,Laboral,2437,no
Martes,Abril,8,Laboral,1403,no
Miércoles,Abril,8,Laboral,8323,no
Jueves,Abril,8,Laboral,8358,no
Viernes,Abril,8,Laboral,8867,no
Sábado,Abril,8,Víspera,8725,si
Domingo,Mayo,8,Festivo,1884,si
Lunes,Abril,9,Laboral,4133,no
Martes,Abril,9,Laboral,2331,no
Miércoles,Abril,9,Laboral,9509,no
Jueves,Abril,9,Laboral,9639,no
Viernes,Abril,9,Laboral,9932,no
Sábado,Abril,9,Víspera,10091,si
Domingo,Mayo,9,Festivo,2635,si
Lunes,Abril,10,Laboral,5154,no
Martes,Abril,10,Laboral,3119,no
Miércoles,Abril,10,Laboral,8216,no
Jueves,Abril,10,Laboral,8732,no
Viernes,Abril,10,Laboral,8300,no
Sábado,Abril,10,Víspera,8508,si
Domingo,Mayo,10,Festivo,3453,si
Lunes,Abril,11,Laboral,6251,no
Martes,Abril,11,Laboral,4597,no
Miércoles,Abril,11,Laboral,7166,no
Jueves,Abril,11,Laboral,7282,no
Viernes,Abril,11,Laboral,6722,no
Sábado,Abril,11,Víspera,7411,si
Domingo,Mayo,11,Festivo,4820,si
Lunes,Abril,12,Laboral,7440,no
Martes,Abril,12,Laboral,6194,no
Miércoles,Abril,12,Laboral,7243,no
Jueves,Abril,12,Laboral,7375,no
Viernes,Abril,12,Laboral,7617,no
Sábado,Abril,12,Víspera,7823,si
Domingo,Mayo,12,Festivo,5761,si
Lunes,Abril,13,Laboral,7459,no
Martes,Abril,13,Laboral,6220,no
Miércoles,Abril,13,Laboral,7631,no
Jueves,Abril,13,Laboral,7387,no
Viernes,Abril,13,Laboral,7791,no
Sábado,Abril,13,Víspera,8406,si
Domingo,Mayo,13,Festivo,5921,si
Lunes,Abril,14,Laboral,8517,no
Martes,Abril,14,Laboral,6425,no
Miércoles,Abril,14,Laboral,8189,no
Jueves,Abril,14,Laboral,8708,no
Viernes,Abril,14,Laboral,9084,no
Sábado,Abril,14,Víspera,9114,si
Domingo,Mayo,14,Festivo,6075,si
Lunes,Abril,15,Laboral,7432,no
Martes,Abril,15,Laboral,5421,no
Miércoles,Abril,15,Laboral,8815,no
Jueves,Abril,15,Laboral,9089,no
Viernes,Abril,15,Laboral,10068,no
Sábado,Abril,15,Víspera,9297,si
Domingo,Mayo,15,Festivo,4985,si
Lunes,Abril,16,Laboral,5692,no
Martes,Abril,16,Laboral,4145,no
Miércoles,Abril,16,Laboral,8952,no
Jueves,Abril,16,Laboral,8859,no
Viernes,Abril,16,Laboral,10293,no
Sábado,Abril,16,Víspera,9553,si
Domingo,Mayo,16,Festivo,3825,si
Lunes,Abril,17,Laboral,6411,no
Martes,Abril,17,Laboral,4624,no
Miércoles,Abril,17,Laboral,8780,no
Jueves,Abril,17,Laboral,9012,no
Viernes,Abril,17,Laboral,9622,no
Sábado,Abril,17,Víspera,9340,si
Domingo,Mayo,17,Festivo,4076,si
Lunes,Abril,18,Laboral,6914,no
Martes,Abril,18,Laboral,5621,no
Miércoles,Abril,18,Laboral,8883,no
Jueves,Abril,18,Laboral,9585,no
Viernes,Abril,18,Laboral,9471,no
Sábado,Abril,18,Víspera,9209,si
Domingo,Mayo,18,Festivo,4761,si
Lunes,Abril,19,Laboral,6906,no
Martes,Abril,19,Laboral,5465,no
Miércoles,Abril,19,Laboral,8165,no
Jueves,Abril,19,Laboral,8539,no
Viernes,Abril,19,Laboral,8221,no
Sábado,Abril,19,Víspera,9297,si
Domingo,Mayo,19,Festivo,4942,si
Lunes,Abril,20,Laboral,6926,no
Martes,Abril,20,Laboral,5096,no
Miércoles,Abril,20,Laboral,6608,no
Jueves,Abril,20,Laboral,6405,no
Viernes,Abril,20,Laboral,6872,no
Sábado,Abril,20,Víspera,7723,si
Domingo,Mayo,20,Festivo,4213,si
Lunes,Abril,21,Laboral,6674,no
Martes,Abril,21,Laboral,5456,no
Miércoles,Abril,21,Laboral,6372,no
Jueves,Abril,21,Laboral,6737,no
Viernes,Abril,21,Laboral,7014,no
Sábado,Abril,21,Víspera,8085,si
Domingo,Mayo,21,Festivo,4695,si
Lunes,Abril,22,Laboral,6076,no
Martes,Abril,22,Laboral,4721,no
Miércoles,Abril,22,Laboral,4612,no
Jueves,Abril,22,Laboral,4961,no
Viernes,Abril,22,Laboral,5322,no
Sábado,Abril,22,Víspera,6580,si
Domingo,Mayo,22,Festivo,4848,si
Lunes,Abril,23,Laboral,3821,no
Martes,Abril,23,Laboral,2958,no
Miércoles,Abril,23,Laboral,2841,no
Jueves,Abril,23,Laboral,2932,no
Viernes,Abril,23,Laboral,2955,no
Sábado,Abril,23,Víspera,4489,si
Domingo,Mayo,23,Festivo,3193,si
Lunes,Abril,24,Laboral,2492,no
Martes,Abril,24,Laboral,1756,no
Miércoles,Abril,24,Laboral,1280,no
Jueves,Abril,24,Laboral,1430,no
Viernes,Abril,24,Laboral,1767,no
Sábado,Abril,24,Víspera,2588,si
Domingo,Mayo,24,Festivo,2191,si
Lunes,Mayo,1,Festivo,1431,no
Martes,Mayo,1,Laboral,1549,no
Miércoles,Mayo,1,Laboral,1284,no
Jueves,Mayo,1,Laboral,578,no
Viernes,Mayo,1,Laboral,614,no
Sábado,Mayo,1,Víspera,763,no
Domingo,Mayo,1,Festivo,1032,si
Lunes,Mayo,2,Festivo,916,no
Martes,Mayo,2,Laboral,1086,no
Miércoles,Mayo,2,Laboral,705,no
Jueves,Mayo,2,Laboral,292,no
Viernes,Mayo,2,Laboral,372,no
Sábado,Mayo,2,Víspera,380,no
Domingo,Mayo,2,Festivo,523,si
Lunes,Mayo,3,Festivo,475,no
Martes,Mayo,3,Laboral,636,no
Miércoles,Mayo,3,Laboral,291,no
Jueves,Mayo,3,Laboral,199,no
Viernes,Mayo,3,Laboral,214,no
Sábado,Mayo,3,Víspera,243,no
Domingo,Mayo,3,Festivo,291,si
Lunes,Mayo,4,Festivo,363,no
Martes,Mayo,4,Laboral,552,no
Miércoles,Mayo,4,Laboral,205,no
Jueves,Mayo,4,Laboral,189,no
Viernes,Mayo,4,Laboral,178,no
Sábado,Mayo,4,Víspera,164,no
Domingo,Mayo,4,Festivo,274,si
Lunes,Mayo,5,Festivo,402,no
Martes,Mayo,5,Laboral,489,no
Miércoles,Mayo,5,Laboral,314,no
Jueves,Mayo,5,Laboral,313,no
Viernes,Mayo,5,Laboral,380,no
Sábado,Mayo,5,Víspera,354,no
Domingo,Mayo,5,Festivo,382,si
Lunes,Mayo,6,Festivo,780,no
Martes,Mayo,6,Laboral,718,no
Miércoles,Mayo,6,Laboral,1108,no
Jueves,Mayo,6,Laboral,1043,no
Viernes,Mayo,6,Laboral,1318,no
Sábado,Mayo,6,Víspera,1324,no
Domingo,Mayo,6,Festivo,1365,si
Lunes,Mayo,7,Festivo,1179,no
Martes,Mayo,7,Laboral,1001,no
Miércoles,Mayo,7,Laboral,3203,no
Jueves,Mayo,7,Laboral,3233,no
Viernes,Mayo,7,Laboral,4953,no
Sábado,Mayo,7,Víspera,4869,no
Domingo,Mayo,7,Festivo,4871,si
Lunes,Mayo,8,Festivo,2201,no
Martes,Mayo,8,Laboral,1172,no
Miércoles,Mayo,8,Laboral,6337,no
Jueves,Mayo,8,Laboral,6226,no
Viernes,Mayo,8,Laboral,8783,no
Sábado,Mayo,8,Víspera,8855,no
Domingo,Mayo,8,Festivo,8693,si
Lunes,Mayo,9,Festivo,3345,no
Martes,Mayo,9,Laboral,1824,no
Miércoles,Mayo,9,Laboral,6946,no
Jueves,Mayo,9,Laboral,5924,no
Viernes,Mayo,9,Laboral,10100,no
Sábado,Mayo,9,Víspera,10197,no
Domingo,Mayo,9,Festivo,9824,si
Lunes,Mayo,10,Festivo,4581,no
Martes,Mayo,10,Laboral,2667,no
Miércoles,Mayo,10,Laboral,6387,no
Jueves,Mayo,10,Laboral,6777,no
Viernes,Mayo,10,Laboral,7859,no
Sábado,Mayo,10,Víspera,7600,no
Domingo,Mayo,10,Festivo,7563,si
Lunes,Mayo,11,Festivo,5662,no
Martes,Mayo,11,Laboral,3880,no
Miércoles,Mayo,11,Laboral,6596,no
Jueves,Mayo,11,Laboral,4834,no
Viernes,Mayo,11,Laboral,6048,no
Sábado,Mayo,11,Víspera,6934,no
Domingo,Mayo,11,Festivo,6769,si
Lunes,Mayo,12,Festivo,6981,no
Martes,Mayo,12,Laboral,5559,no
Miércoles,Mayo,12,Laboral,7351,no
Jueves,Mayo,12,Laboral,5765,no
Viernes,Mayo,12,Laboral,6733,no
Sábado,Mayo,12,Víspera,7004,no
Domingo,Mayo,12,Festivo,7417,si
Lunes,Mayo,13,Festivo,7070,no
Martes,Mayo,13,Laboral,7263,no
Miércoles,Mayo,13,Laboral,7612,no
Jueves,Mayo,13,Laboral,6793,no
Viernes,Mayo,13,Laboral,7300,no
Sábado,Mayo,13,Víspera,7746,no
Domingo,Mayo,13,Festivo,7800,si
Lunes,Mayo,14,Festivo,7513,no
Martes,Mayo,14,Laboral,8133,no
Miércoles,Mayo,14,Laboral,8173,no
Jueves,Mayo,14,Laboral,7802,no
Viernes,Mayo,14,Laboral,8570,no
Sábado,Mayo,14,Víspera,8707,no
Domingo,Mayo,14,Festivo,9371,si
Lunes,Mayo,15,Festivo,6068,no
Martes,Mayo,15,Laboral,6554,no
Miércoles,Mayo,15,Laboral,8056,no
Jueves,Mayo,15,Laboral,8368,no
Viernes,Mayo,15,Laboral,9289,no
Sábado,Mayo,15,Víspera,9151,no
Domingo,Mayo,15,Festivo,7748,si
Lunes,Mayo,16,Festivo,4833,no
Martes,Mayo,16,Laboral,4760,no
Miércoles,Mayo,16,Laboral,7524,no
Jueves,Mayo,16,Laboral,8812,no
Viernes,Mayo,16,Laboral,9074,no
Sábado,Mayo,16,Víspera,9026,no
Domingo,Mayo,16,Festivo,9459,si
Lunes,Mayo,17,Festivo,5342,no
Martes,Mayo,17,Laboral,6151,no
Miércoles,Mayo,17,Laboral,7854,no
Jueves,Mayo,17,Laboral,7604,no
Viernes,Mayo,17,Laboral,8561,no
Sábado,Mayo,17,Víspera,9483,no
Domingo,Mayo,17,Festivo,8999,si
Lunes,Mayo,18,Festivo,5904,no
Martes,Mayo,18,Laboral,7652,no
Miércoles,Mayo,18,Laboral,8626,no
Jueves,Mayo,18,Laboral,7657,no
Viernes,Mayo,18,Laboral,8834,no
Sábado,Mayo,18,Víspera,9794,no
Domingo,Mayo,18,Festivo,8796,si
Lunes,Mayo,19,Festivo,5799,no
Martes,Mayo,19,Laboral,7123,no
Miércoles,Mayo,19,Laboral,8246,no
Jueves,Mayo,19,Laboral,8601,no
Viernes,Mayo,19,Laboral,8154,no
Sábado,Mayo,19,Víspera,8677,no
Domingo,Mayo,19,Festivo,8326,si
Lunes,Mayo,20,Festivo,5442,no
Martes,Mayo,20,Laboral,6779,no
Miércoles,Mayo,20,Laboral,7514,no
Jueves,Mayo,20,Laboral,6708,no
Viernes,Mayo,20,Laboral,6608,no
Sábado,Mayo,20,Víspera,7760,no
Domingo,Mayo,20,Festivo,7199,si
Lunes,Mayo,21,Festivo,5991,no
Martes,Mayo,21,Laboral,6656,no
Miércoles,Mayo,21,Laboral,6084,no
Jueves,Mayo,21,Laboral,5930,no
Viernes,Mayo,21,Laboral,5880,no
Sábado,Mayo,21,Víspera,7569,no
Domingo,Mayo,21,Festivo,7649,si
Lunes,Mayo,22,Festivo,6014,no
Martes,Mayo,22,Laboral,4738,no
Miércoles,Mayo,22,Laboral,3949,no
Jueves,Mayo,22,Laboral,4453,no
Viernes,Mayo,22,Laboral,4714,no
Sábado,Mayo,22,Víspera,4990,no
Domingo,Mayo,22,Festivo,6356,si
Lunes,Mayo,23,Festivo,4019,no
Martes,Mayo,23,Laboral,2852,no
Miércoles,Mayo,23,Laboral,2530,no
Jueves,Mayo,23,Laboral,3037,no
Viernes,Mayo,23,Laboral,3286,no
Sábado,Mayo,23,Víspera,3433,no
Domingo,Mayo,23,Festivo,4253,si
Lunes,Mayo,24,Festivo,2227,no
Martes,Mayo,24,Laboral,1598,no
Miércoles,Mayo,24,Laboral,1189,no
Jueves,Mayo,24,Laboral,1367,no
Viernes,Mayo,24,Laboral,1578,no
Sábado,Mayo,24,Víspera,2213,no
Domingo,Mayo,24,Festivo,2660,si
Lunes,Mayo,1,Laboral,1833,no
Martes,Mayo,1,Laboral,1933,si
Miércoles,Mayo,1,Laboral,672,si
Jueves,Mayo,1,Laboral,808,no
Viernes,Mayo,1,Laboral,859,si
Sábado,Mayo,1,Víspera,836,si
Domingo,Mayo,1,Festivo,972,no
Lunes,Mayo,2,Laboral,1153,no
Martes,Mayo,2,Laboral,1266,si
Miércoles,Mayo,2,Laboral,320,si
Jueves,Mayo,2,Laboral,382,no
Viernes,Mayo,2,Laboral,394,si
Sábado,Mayo,2,Víspera,424,si
Domingo,Mayo,2,Festivo,538,no
Lunes,Mayo,3,Laboral,682,no
Martes,Mayo,3,Laboral,820,si
Miércoles,Mayo,3,Laboral,219,si
Jueves,Mayo,3,Laboral,218,no
Viernes,Mayo,3,Laboral,201,si
Sábado,Mayo,3,Víspera,207,si
Domingo,Mayo,3,Festivo,298,no
Lunes,Mayo,4,Laboral,501,no
Martes,Mayo,4,Laboral,572,si
Miércoles,Mayo,4,Laboral,170,si
Jueves,Mayo,4,Laboral,233,no
Viernes,Mayo,4,Laboral,216,si
Sábado,Mayo,4,Víspera,203,si
Domingo,Mayo,4,Festivo,232,no
Lunes,Mayo,5,Laboral,433,no
Martes,Mayo,5,Laboral,511,si
Miércoles,Mayo,5,Laboral,330,si
Jueves,Mayo,5,Laboral,370,no
Viernes,Mayo,5,Laboral,433,si
Sábado,Mayo,5,Víspera,330,si
Domingo,Mayo,5,Festivo,406,no
Lunes,Mayo,6,Laboral,941,no
Martes,Mayo,6,Laboral,691,si
Miércoles,Mayo,6,Laboral,1342,si
Jueves,Mayo,6,Laboral,1310,no
Viernes,Mayo,6,Laboral,1602,si
Sábado,Mayo,6,Víspera,1310,si
Domingo,Mayo,6,Festivo,1356,no
Lunes,Mayo,7,Laboral,1362,no
Martes,Mayo,7,Laboral,679,si
Miércoles,Mayo,7,Laboral,4882,si
Jueves,Mayo,7,Laboral,4705,no
Viernes,Mayo,7,Laboral,5376,si
Sábado,Mayo,7,Víspera,4747,si
Domingo,Mayo,7,Festivo,4829,no
Lunes,Mayo,8,Laboral,2640,no
Martes,Mayo,8,Laboral,1292,si
Miércoles,Mayo,8,Laboral,9078,si
Jueves,Mayo,8,Laboral,9155,no
Viernes,Mayo,8,Laboral,9714,si
Sábado,Mayo,8,Víspera,9149,si
Domingo,Mayo,8,Festivo,9132,no
Lunes,Mayo,9,Laboral,4123,no
Martes,Mayo,9,Laboral,1887,si
Miércoles,Mayo,9,Laboral,9776,si
Jueves,Mayo,9,Laboral,10007,no
Viernes,Mayo,9,Laboral,10170,si
Sábado,Mayo,9,Víspera,9725,si
Domingo,Mayo,9,Festivo,9424,no
Lunes,Mayo,10,Laboral,5181,no
Martes,Mayo,10,Laboral,2825,si
Miércoles,Mayo,10,Laboral,7696,si
Jueves,Mayo,10,Laboral,7962,no
Viernes,Mayo,10,Laboral,6143,si
Sábado,Mayo,10,Víspera,7887,si
Domingo,Mayo,10,Festivo,8047,no
Lunes,Mayo,11,Laboral,5720,no
Martes,Mayo,11,Laboral,4095,si
Miércoles,Mayo,11,Laboral,7083,si
Jueves,Mayo,11,Laboral,7373,no
Viernes,Mayo,11,Laboral,4722,si
Sábado,Mayo,11,Víspera,7445,si
Domingo,Mayo,11,Festivo,7127,no
Lunes,Mayo,12,Laboral,7101,no
Martes,Mayo,12,Laboral,5342,si
Miércoles,Mayo,12,Laboral,7271,si
Jueves,Mayo,12,Laboral,7258,no
Viernes,Mayo,12,Laboral,351,si
Sábado,Mayo,12,Víspera,7388,si
Domingo,Mayo,12,Festivo,7596,no
Lunes,Mayo,13,Laboral,7230,no
Martes,Mayo,13,Laboral,5742,si
Miércoles,Mayo,13,Laboral,7477,si
Jueves,Mayo,13,Laboral,931,no
Viernes,Mayo,13,Laboral,7453,si
Sábado,Mayo,13,Víspera,7771,si
Domingo,Mayo,13,Festivo,8211,no
Lunes,Mayo,14,Laboral,8000,no
Martes,Mayo,14,Laboral,6038,si
Miércoles,Mayo,14,Laboral,8607,si
Jueves,Mayo,14,Laboral,7866,no
Viernes,Mayo,14,Laboral,8561,si
Sábado,Mayo,14,Víspera,8686,si
Domingo,Mayo,14,Festivo,9717,no
Lunes,Mayo,15,Laboral,6682,no
Martes,Mayo,15,Laboral,5185,si
Miércoles,Mayo,15,Laboral,9211,si
Jueves,Mayo,15,Laboral,7944,no
Viernes,Mayo,15,Laboral,9770,si
Sábado,Mayo,15,Víspera,9722,si
Domingo,Mayo,15,Festivo,10931,no
Lunes,Mayo,16,Laboral,5116,no
Martes,Mayo,16,Laboral,4168,si
Miércoles,Mayo,16,Laboral,9403,si
Jueves,Mayo,16,Laboral,9582,no
Viernes,Mayo,16,Laboral,9434,si
Sábado,Mayo,16,Víspera,9477,si
Domingo,Mayo,16,Festivo,7691,no
Lunes,Mayo,17,Laboral,5753,no
Martes,Mayo,17,Laboral,5102,si
Miércoles,Mayo,17,Laboral,8862,si
Jueves,Mayo,17,Laboral,10075,no
Viernes,Mayo,17,Laboral,8570,si
Sábado,Mayo,17,Víspera,9252,si
Domingo,Mayo,17,Festivo,8790,no
Lunes,Mayo,18,Laboral,5815,no
Martes,Mayo,18,Laboral,5868,si
Miércoles,Mayo,18,Laboral,9273,si
Jueves,Mayo,18,Laboral,10637,no
Viernes,Mayo,18,Laboral,9304,si
Sábado,Mayo,18,Víspera,9382,si
Domingo,Mayo,18,Festivo,3867,no
Lunes,Mayo,19,Laboral,5716,no
Martes,Mayo,19,Laboral,6057,si
Miércoles,Mayo,19,Laboral,8433,si
Jueves,Mayo,19,Laboral,9549,no
Viernes,Mayo,19,Laboral,8432,si
Sábado,Mayo,19,Víspera,8580,si
Domingo,Mayo,19,Festivo,9746,no
Lunes,Mayo,20,Laboral,5262,no
Martes,Mayo,20,Laboral,6510,si
Miércoles,Mayo,20,Laboral,7267,si
Jueves,Mayo,20,Laboral,8704,no
Viernes,Mayo,20,Laboral,8052,si
Sábado,Mayo,20,Víspera,7815,si
Domingo,Mayo,20,Festivo,8733,no
Lunes,Mayo,21,Laboral,5627,no
Martes,Mayo,21,Laboral,5922,si
Miércoles,Mayo,21,Laboral,6838,si
Jueves,Mayo,21,Laboral,7379,no
Viernes,Mayo,21,Laboral,6306,si
Sábado,Mayo,21,Víspera,7349,si
Domingo,Mayo,21,Festivo,8924,no
Lunes,Mayo,22,Laboral,6304,no
Martes,Mayo,22,Laboral,4443,si
Miércoles,Mayo,22,Laboral,4647,si
Jueves,Mayo,22,Laboral,5276,no
Viernes,Mayo,22,Laboral,4662,si
Sábado,Mayo,22,Víspera,5133,si
Domingo,Mayo,22,Festivo,6935,no
Lunes,Mayo,23,Laboral,4097,no
Martes,Mayo,23,Laboral,2689,si
Miércoles,Mayo,23,Laboral,3120,si
Jueves,Mayo,23,Laboral,3250,no
Viernes,Mayo,23,Laboral,3458,si
Sábado,Mayo,23,Víspera,3322,si
Domingo,Mayo,23,Festivo,4389,no
Lunes,Mayo,24,Laboral,2574,no
Martes,Mayo,24,Laboral,1511,si
Miércoles,Mayo,24,Laboral,1362,si
Jueves,Mayo,24,Laboral,1289,no
Viernes,Mayo,24,Laboral,1626,si
Sábado,Mayo,24,Víspera,1983,si
Domingo,Mayo,24,Festivo,2259,no
Lunes,Mayo,1,Laboral,1929,si
Martes,Mayo,1,Laboral,2158,si
Miércoles,Mayo,1,Laboral,797,no
Jueves,Mayo,1,Laboral,676,no
Viernes,Mayo,1,Laboral,708,si
Sábado,Mayo,1,Víspera,775,si
Domingo,Mayo,1,Festivo,929,no
Lunes,Mayo,2,Laboral,1231,si
Martes,Mayo,2,Laboral,1417,si
Miércoles,Mayo,2,Laboral,391,no
Jueves,Mayo,2,Laboral,354,no
Viernes,Mayo,2,Laboral,347,si
Sábado,Mayo,2,Víspera,408,si
Domingo,Mayo,2,Festivo,535,no
Lunes,Mayo,3,Laboral,774,si
Martes,Mayo,3,Laboral,835,si
Miércoles,Mayo,3,Laboral,239,no
Jueves,Mayo,3,Laboral,219,no
Viernes,Mayo,3,Laboral,224,si
Sábado,Mayo,3,Víspera,239,si
Domingo,Mayo,3,Festivo,295,no
Lunes,Mayo,4,Laboral,537,si
Martes,Mayo,4,Laboral,696,si
Miércoles,Mayo,4,Laboral,202,no
Jueves,Mayo,4,Laboral,248,no
Viernes,Mayo,4,Laboral,198,si
Sábado,Mayo,4,Víspera,173,si
Domingo,Mayo,4,Festivo,281,no
Lunes,Mayo,5,Laboral,507,si
Martes,Mayo,5,Laboral,602,si
Miércoles,Mayo,5,Laboral,358,no
Jueves,Mayo,5,Laboral,387,no
Viernes,Mayo,5,Laboral,417,si
Sábado,Mayo,5,Víspera,348,si
Domingo,Mayo,5,Festivo,438,no
Lunes,Mayo,6,Laboral,972,si
Martes,Mayo,6,Laboral,861,si
Miércoles,Mayo,6,Laboral,1494,no
Jueves,Mayo,6,Laboral,1465,no
Viernes,Mayo,6,Laboral,1366,si
Sábado,Mayo,6,Víspera,1386,si
Domingo,Mayo,6,Festivo,1466,no
